Title	URL	Assignees	Status	Estimated size	Real size	Labels
Refactor & Test: Math functions	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/181	anuunchin	Feature Archive	3	3	backend, technical
Centralized Configuration	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/173	zohrehasadi00	Feature Archive	3	2	backend, technical
Overlay Frame Smoothing	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/167	anuunchin	Feature Archive	5	3	backend, enhancement, frontend
Refactor & Test: Drawing logic of frontend	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/182	Christoph-Mantsch, Paul2607	Feature Archive	5	5	chore, frontend
UI Improvements	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/168	Christoph-Mantsch, Paul2607, saribx	Feature Archive	3	5	enhancement, frontend
Improve depth estimation	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/166	Tenebrae311	Feature Archive	5	3	backend, enhancement, technical
Use `label_text` in frontend	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/225	zohrehasadi00	Feature Archive	3	3	frontend, technical
Keep Metadata In Sync	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/117	Tenebrae311	Feature Archive	5	8	backend, bug, sprint-7, sprint-8
Label Mapping in Backend	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/176	zohrehasadi00	Feature Archive	3	2	backend, bug
Add Detection Threshold	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/170	zohrehasadi00	Feature Archive	3	3	enhancement, frontend
Evaluate Apple Depth Pro	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/165	saribx	Feature Archive	2	2	backend, enhancement
Calibration Guide	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/184	anuunchin	Feature Archive	2	1	backend, documentation
Prometheus for Backend	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/179	anuunchin	Feature Archive	3	3	backend, build, technical
Support Multiple Languages	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/177	Christoph-Mantsch	Feature Archive	2	2	enhancement, frontend
Dark / Light Mode	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/175	Paul2607	Feature Archive	2	2	enhancement, frontend
Add Support for Depth Anything V2	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/145	saribx	Feature Archive	3	2	backend, enhancement, sprint-8
Video Stream From File	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/169	Tenebrae311	Feature Archive	3	3	backend, enhancement
Low Confidence Filter	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/185	Christoph-Mantsch	Feature Archive	3	2	enhancement, frontend
Run on real Hardware	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/174	Paul2607	Feature Archive	2	2	build
Smoother Overlays	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/146	anuunchin	Feature Archive	5	5	backend, enhancement, sprint-8
Standalone Model Downloading	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/113	saribx	Feature Archive	2	2	backend, enhancement, sprint-7, sprint-8
Backend Logging	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/171	zohrehasadi00	Feature Archive	3	2	backend, technical
Frontend Logging	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/172	zohrehasadi00	Feature Archive	3	1	frontend, technical
Document Analyzer API Endpoints	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/124	anuunchin	Feature Archive	2	1	backend, documentation, sprint-7, sprint-8
Add Support for Yolo11	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/144	zohrehasadi00	Feature Archive	2	1	backend, enhancement, sprint-8
Run MiDaS via ONNX	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/142	zohrehasadi00	Feature Archive	2	2	backend, enhancement, sprint-8
Disconnecting Unreliable	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/138	Paul2607	Feature Archive	3	3	bug, frontend, sprint-8
Overlay Flickering When Zoomed-in / -out	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/141	Christoph-Mantsch, Paul2607	Feature Archive	3	2	bug, frontend, sprint-8
Create Object Filter	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/120	Christoph-Mantsch, Paul2607	Feature Archive	3	3	enhancement, frontend, sprint-8
Debounce Detections in Metadata Widget	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/147	Christoph-Mantsch	Feature Archive	3	3	enhancement, frontend, sprint-8
Overlay Drawn Out-of-bounds	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/139	Christoph-Mantsch	Feature Archive	2	1	bug, frontend, sprint-8
Ability to Hide Overlay	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/149	Paul2607	Feature Archive	1	0	enhancement, frontend, sprint-8
Clearing Overlay Unreliable	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/140	Christoph-Mantsch, Paul2607	Feature Archive	2	2	bug, frontend, sprint-8
Create Make Targets for ONNX Export	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/143	saribx, zohrehasadi00	Feature Archive	1	1	backend, enhancement, sprint-8
React Metadata Widget	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/96	Christoph-Mantsch, Paul2607	Feature Archive	2	3	enhancement, frontend, sprint-6, sprint-7
🟨 Send Object Location (x, y, z) relative to Camera	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/121	zohrehasadi00	Feature Archive	3	5	backend, frontend, sprint-7
Make Object Analysis Extensible	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/123	zohrehasadi00	Feature Archive	3	2	enhancement, refactoring, sprint-7
Reduce Inference Time	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/93	Tenebrae311	Feature Archive	3	3	backend, enhancement, sprint-6, sprint-7
 🟥 Transported Metadata Usage	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/54	Tenebrae311	Feature Archive	5	8	backend, frontend, sprint-5, sprint-6, sprint-7
Initialize User Facing Documentation	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/97	Tenebrae311	Feature Archive	3	3	documentation, sprint-6
Initialize Build/Deployment Documentation	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/99	zohrehasadi00	Feature Archive	3	1	documentation, sprint-6
React Video Component	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/36	saribx	Feature Archive	3	3	frontend, sprint-5
Properly use CSS	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/94	Christoph-Mantsch, Paul2607, saribx	Feature Archive	2	2	frontend, sprint-6, technical
Docker Compose Setup	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/20	anuunchin	Feature Archive	3	3	backend, sprint-5, sprint-6
Automate SBOM Generation	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/78	Christoph-Mantsch, Paul2607	Feature Archive	3	5	chore, sprint-5, sprint-6
Windows Development Setup	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/77	Christoph-Mantsch, Paul2607, zohrehasadi00	Feature Archive	3	3	chore, sprint-5
Investigate Statup Time	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/80	zohrehasadi00	Feature Archive	5	3	backend, bug, frontend, sprint-5
React Video Overlay	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/55	Christoph-Mantsch, Paul2607	Feature Archive	3	3	frontend, sprint-5
Object Dimension Library	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/57	Tenebrae311	Feature Archive	5	5	backend, research, sprint-5
Remove redundant calculations	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/83	Tenebrae311	Feature Archive	3	3	backend, refactoring, sprint-5
Build Process Video	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/75	anuunchin	Feature Archive	1	1	chore, sprint-5
Update Container Image	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/19	anuunchin	Feature Archive	2	0	backend, sprint-5
Reduce Container Size	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/114	anuunchin	Feature Archive	3	1	backend, build, sprint-7
Object Rotation Effects	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/58	Tenebrae311	Feature Archive	3		research, sprint-4
Metadata Transport	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/37	Tenebrae311	Feature Archive	5	3	sprint-4
Split Backend Responsibilies	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/60	zohrehasadi00	Feature Archive	3	3	backend, refactoring, sprint-4
🟩 Move to pyproject.toml	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/115	anuunchin	Feature Archive	3	2	backend, build, refactoring, sprint-7
Improve Code Quality	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/59	anuunchin	Feature Archive	5	5	backend, refactoring, sprint-4
Setup and Test analyzing with Cuda and Rocm	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/95	zohrehasadi00	Feature Archive	3	3	backend, enhancement, sprint-6
Reduce Initial Connection Time	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/92	zohrehasadi00	Feature Archive	2	2	backend, bug, frontend, sprint-6
Initialize Technical Documentation	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/98	anuunchin	Feature Archive	3	2	documentation, sprint-6
Separate Model Downloading	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/79	saribx	Feature Archive	3	5	backend, sprint-5, sprint-6
Object detection pre-requisits	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/15	saribx	Feature Archive	5	5	sprint-3
Depth Estimation Example with live WebRTC	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/34	saribx, zohrehasadi00	Feature Archive	5	5	sprint-3
Build Process Review	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/33	anuunchin	Feature Archive	2	2	sprint-3
Implement Architecture scaffolding.	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/16		Feature Archive	-1	-1	EPIC, sprint-3
Object Detection Example with live WebRTC	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/35	saribx, zohrehasadi00	Feature Archive	3	3	sprint-3
Keep Architecture document up to date	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/31	Christoph-Mantsch, Paul2607	Feature Archive	2	2	sprint-3
Setup Licensing	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/30	Tenebrae311	Feature Archive	2	3	sprint-3
Go WebRTC example setup	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/21		Feature Archive			sprint-2
Architecture	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/14	Christoph-Mantsch, Paul2607, Tenebrae311	Feature Archive	5	5	sprint-2
Webcam as WebRTC stream	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/13	zohrehasadi00	Feature Archive	5	5	sprint-2
CI pipeline	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/18	anuunchin	Feature Archive	3	3	sprint-2
Team distribution preference	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/17		Feature Archive	3	1	sprint-2
Keep BOM up to date	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/32	Christoph-Mantsch, Paul2607	Feature Archive	2	2	sprint-3
Stream Video directly from WebCam Service	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/118		Feature Archive			
Seperate Model Loading	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/76		Feature Archive			backend, EPIC
Optimize Postprocessing	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/200		Feature Archive			backend, technical
Optimize Preprocessing	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/199		Feature Archive			backend, technical
