Title	URL	Assignees	Status	Estimated size	Real size	Labels
Calibration Guide	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/184	anuunchin	In Progress	2		backend, documentation
Frontend Logging	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/172	zohrehasadi00	Awaiting Review	3		frontend, technical
Backend Logging	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/171	zohrehasadi00	Awaiting Review	3		backend, technical
Standalone Model Downloading	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/113	saribx	Awaiting Review	2		backend, enhancement, sprint-7, sprint-8
Video Stream From File	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/169	Tenebrae311	Awaiting Review	3		backend, enhancement
Smoother Overlays	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/146	anuunchin	Awaiting Review	5		backend, enhancement, sprint-8
Run on real Hardware	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/174	Paul2607	Awaiting Review	2		build
Add Support for Depth Anything V2	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/145	saribx	Awaiting Review	3		backend, enhancement, sprint-8
Low Confidence Filter	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/185	Christoph-Mantsch	Awaiting Review	3		enhancement, frontend
Document Analyzer API Endpoints	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/124	anuunchin	Feature Archive	2	1	backend, documentation, sprint-7, sprint-8
Add Support for Yolo11	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/144	zohrehasadi00	Feature Archive	2	1	backend, enhancement, sprint-8
Run MiDaS via ONNX	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/142	zohrehasadi00	Feature Archive	2	2	backend, enhancement, sprint-8
Disconnecting Unreliable	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/138	Paul2607	Feature Archive	3	3	bug, frontend, sprint-8
Overlay Flickering When Zoomed-in / -out	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/141	Christoph-Mantsch, Paul2607	Feature Archive	3	2	bug, frontend, sprint-8
Create Object Filter	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/120	Christoph-Mantsch, Paul2607	Feature Archive	3	3	enhancement, frontend, sprint-8
Debounce Detections in Metadata Widget	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/147	Christoph-Mantsch	Feature Archive	3	3	enhancement, frontend, sprint-8
Overlay Drawn Out-of-bounds	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/139	Christoph-Mantsch	Feature Archive	2	1	bug, frontend, sprint-8
Ability to Hide Overlay	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/149	Paul2607	Feature Archive	1	0	enhancement, frontend, sprint-8
Clearing Overlay Unreliable	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/140	Christoph-Mantsch, Paul2607	Feature Archive	2	2	bug, frontend, sprint-8
Create Make Targets for ONNX Export	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/143	saribx, zohrehasadi00	Feature Archive	1	1	backend, enhancement, sprint-8
React Metadata Widget	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/96	Christoph-Mantsch, Paul2607	Feature Archive	2	3	enhancement, frontend, sprint-6, sprint-7
🟨 Send Object Location (x, y, z) relative to Camera	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/121	zohrehasadi00	Feature Archive	3	5	backend, frontend, sprint-7
Make Object Analysis Extensible	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/123	zohrehasadi00	Feature Archive	3	2	enhancement, refactoring, sprint-7
Reduce Inference Time	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/93	Tenebrae311	Feature Archive	3	3	backend, enhancement, sprint-6, sprint-7
 🟥 Transported Metadata Usage	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/54	Tenebrae311	Feature Archive	5	8	backend, frontend, sprint-5, sprint-6, sprint-7
Initialize User Facing Documentation	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/97	Tenebrae311	Feature Archive	3	3	documentation, sprint-6
Initialize Build/Deployment Documentation	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/99	zohrehasadi00	Feature Archive	3	1	documentation, sprint-6
React Video Component	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/36	saribx	Feature Archive	3	3	frontend, sprint-5
Properly use CSS	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/94	Christoph-Mantsch, Paul2607, saribx	Feature Archive	2	2	frontend, sprint-6, technical
Docker Compose Setup	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/20	anuunchin	Feature Archive	3	3	backend, sprint-5, sprint-6
Automate SBOM Generation	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/78	Christoph-Mantsch, Paul2607	Feature Archive	3	5	chore, sprint-5, sprint-6
Windows Development Setup	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/77	Christoph-Mantsch, Paul2607, zohrehasadi00	Feature Archive	3	3	chore, sprint-5
Investigate Statup Time	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/80	zohrehasadi00	Feature Archive	5	3	backend, bug, frontend, sprint-5
React Video Overlay	https://github.com/amosproj/amos2025ws04-robot-visual-perception/issues/55	Christoph-Mantsch, Paul2607	Feature Archive	3	3	frontend, sprint-5
